age_fleet,airline_id,callsign,code_hub,code_iata_airline,code_icao_airline,code_iso2_country,iata_prefix_accounting,name_airline,name_country,size_airline,status_airline,type
0.0,11797,STAR SERVICE,UNKNOWN,,SSD,FR,,Star Service International,France,0,active,Unknown
0.0,12141,CATEX,UNKNOWN,,TEX,FR,,C.A.T.E.X. Compagnie Aï¿½rien de Transports Executives,France,0,active,Unknown
0.0,12189,TOURAINE HELICO,UNKNOWN,,THF,FR,,Touraine Helicoptre,France,0,active,private
0.0,12199,LYON HELIJET,UNKNOWN,,THZ,FR,,Trans Helicoptere Service,France,0,active,private
0.0,12372,Unknown,UNKNOWN,,TRF,FR,,Taxi Air Fret,France,0,active,Unknown
0.0,12398,AIRTRAF,UNKNOWN,,TSA,FR,,Transair France,France,0,active,Unknown
0.0,12403,TRANSPORTAIR,UNKNOWN,,TSI,FR,,Transport'air,France,0,active,Unknown
0.0,12798,VOLDIR,UNKNOWN,,VDR,FR,,Voldirect,France,0,active,Unknown
0.0,12826,AIR VOSGES,UNKNOWN,,VGE,FR,,Air Service Vosges,France,0,active,Unknown
0.0,12885,VALJET,UNKNOWN,,VLJ,FR,,Valljet,France,0,active,Unknown
0.0,13024,IAZUR,UNKNOWN,,VZR,FR,,Aviazur,France,0,active,Unknown
0.0,13131,WIJET,LBG,,WJT,FR,,Wijet,France,0,active,Unknown
0.0,13135,AMELIA,UNKNOWN,8R,AEH,FR,,Amelia International,France,17,active,scheduled
20.8,712,Unknown,POG,L8,EKG,GA,348.0,Afric Aviation,Gabon,1,active,scheduled
0.0,1995,SKY GABON,LBV,GV,SKG,GA,,Sky Gabon S.A.,Gabon,0,active,cargo
0.0,2264,Unknown,LBV,J7,ABS,GA,,Afrijet Business Services,Gabon,0,active,scheduled
0.0,3724,Unknown,UNKNOWN,X7*,,GA,,Air Service,Gabon,0,active,Unknown
16.9,4104,NOUVELLE AFFAIRES,LBV,,NVS,GA,,Nouvelle Air Affaires Gabon,Gabon,2,active,"scheduled,charter"
0.0,4493,Unknown,POG,,AIG,GA,,Air Inter Gabon,Gabon,0,active,scheduled
0.0,7292,GABEX,LBV,,GBE,GA,,Gabon Express,Gabon,0,active,scheduled
0.0,7300,ATLANTIC GABON,UNKNOWN,,GBN,GA,,Atlantic Airlines,Gabon,0,active,Unknown
0.0,7301,Unknown,UNKNOWN,,GBO,GA,,Ogooue Air Cargo,Gabon,0,active,cargo
0.0,7574,Unknown,UNKNOWN,,GRT,GA,,Gabon-Air-Transport,Gabon,0,active,Unknown
0.0,9669,Unknown,LBV,,NAG,GA,,National Regionale Transport,Gabon,0,active,Unknown
0.0,9928,Unknown,LBV,,NRG,GA,,Nationale Regionale Transport,Gabon,0,active,scheduled
0.0,11203,Unknown,UNKNOWN,,RVS,GA,,Air Service,Gabon,0,active,Unknown
0.0,11350,Unknown,POG,,SCY,GA,,SCD Aviation,Gabon,0,active,charter
0.0,11915,SOLAVIA,LBV,,SVG,GA,,Solenta Aviation Gabon,Gabon,0,active,charter
0.0,12181,TRANSGABON,UNKNOWN,,TGX,GA,,Transair Gabon,Gabon,0,active,Unknown
0.0,13009,Unknown,UNKNOWN,,VXG,GA,,Avirex Gabon,Gabon,0,active,Unknown
12.7,14,SPEEDBIRD,LHR,BA,BAW,GB,125.0,British Airways,United Kingdom,265,active,scheduled
6.6,17,EASY,LGW,U2,EZY,GB,,Easyjet Airline Company Limited,United Kingdom,228,active,scheduled
8.6,89,TOMJET,LTN,BY,TOM,GB,754.0,TUI Airways Limited,United Kingdom,58,active,"scheduled,charter"
21.9,95,CHANNEX,LBA,LS,EXS,GB,949.0,Jet2.com Limited,United Kingdom,61,active,"scheduled,cargo"
7.4,140,VIRGIN,LHR,VS,VIR,GB,932.0,Virgin Atlantic,United Kingdom,39,active,scheduled
26.2,175,WORLD EXPRESS,EMA,D0,DHK,GB,936.0,DHL Air,United Kingdom,29,active,"scheduled,cargo"
24.8,238,LOGAN,GLA,LM,LOG,GB,682.0,Loganair Limited,United Kingdom,20,active,scheduled
5.4,246,FLYER,LCY,CJ,CFE,GB,,BA Cityflyer Limited,United Kingdom,19,active,scheduled
15.7,263,MIDLAND,ABZ,BM,BMR,GB,480.0,bmi Regional,United Kingdom,17,active,scheduled
17.6,291,EASTFLIGHT,ABZ,T3,EZE,GB,467.0,Air Kilroe Limited t/a Eastern Airways,United Kingdom,15,active,scheduled
12.0,309,RAFAIR,BZZ,RR,RFR,GB,,Royal Air Force,United Kingdom,14,active,government
13.7,482,AYLINE,GCI,GR,AUR,GB,924.0,Aurigny Air Services Limited,United Kingdom,6,active,scheduled
24.1,487,BLUE ISLANDS,JER,SI,BCI,GB,821.0,Blue Islands Limited,United Kingdom,6,active,scheduled
16.2,499,ZAP,STN,ZT,AWC,GB,858.0,Titan Airways Limited,United Kingdom,6,active,"scheduled,charter"
0.0,1042,KEENAIR,LPL,5Q,JFK,GB,,Keen Airways,United Kingdom,0,active,charter
0.0,1637,NORWORLD,LGW,DI,NRS,GB,762.0,Norwegian Air UK ltd,United Kingdom,0,active,scheduled
0.0,2741,Unknown,IOM,NM,,GB,,Citywing,United Kingdom,0,active,Unknown
7.2,4123,Unknown,UNKNOWN,,ACR,GB,,Acropolis Aviation,United Kingdom,1,active,Unknown
2.8,4169,NORWIND,UNKNOWN,,NUK,GB,,Norwegian Air UK,United Kingdom,1,active,Unknown
0.0,4204,ATLANTIC,CVT,,AAG,GB,,Air Atlantique (UK),United Kingdom,0,active,charter
0.0,5230,BRINTEL,CWL,,BIH,GB,,British International,United Kingdom,0,active,charter
0.0,5381,BLACK PHOENIX,UNKNOWN,,BPH,GB,,Phoenix Helicopter Academy,United Kingdom,0,active,private
0.0,5413,Unknown,ORM,,BRO,GB,,2Excel Aviation,United Kingdom,0,active,private
0.0,6279,Unknown,EXT,,DFL,GB,,Directflight,United Kingdom,0,active,scheduled
0.0,6771,EURO EXEC,ESH,,ETV,GB,,European Executive,United Kingdom,0,active,charter
0.0,7112,Unknown,BQH,,FOR,GB,,Formula 1 Management,United Kingdom,0,active,private
0.0,7757,Unknown,UNKNOWN,,HFD,GB,,Blue City Aviation,United Kingdom,0,active,Unknown
0.0,7816,Unknown,CBG,,HKT,GB,,Blu Halkin Jet,United Kingdom,0,active,private
0.0,8203,SCILLONIA,PZE,,IOS,GB,,Isles Of Scilly Skybus,United Kingdom,0,active,scheduled
0.0,9230,AIR MED,OXF,,MCD,GB,,Air Med,United Kingdom,0,active,charter
0.0,9913,Unknown,CVT,,NPT,GB,,Atlantic Airlines (UK),United Kingdom,0,active,cargo
0.0,11105,Unknown,UNKNOWN,,RPX,GB,,hdair.com,United Kingdom,0,active,Unknown
0.0,11284,SUCKLING,CBG,,SAY,GB,,ScotAirways,United Kingdom,0,active,scheduled
0.0,11626,Unknown,LGG,,SMJ,GB,,AV Cargo,United Kingdom,0,active,cargo
0.0,1515,AIR CARRIACOU,UNKNOWN,C4,COU,GD,,Airlines of Carriacou,Grenada,0,active,Unknown
16.5,544,TAMAZI,TBS,A9,TGZ,GE,606.0,Georgian Airways,Georgia,4,active,scheduled
0.0,968,Unknown,TBS,4L,MJX,GE,,Georgian International Airlines,Georgia,0,active,"scheduled,charter"
0.0,1334,GEORGIAN WING,TBS,9Y,FGE,GE,,Fly Georgia,Georgia,0,active,scheduled
0.0,1907,Unknown,UNKNOWN,G2,GGG,GE,,South-East European Airlines,Georgia,0,active,Unknown
34.2,4061,GEORGIAN STAR,TBS,,GST,GE,,Georgian Star,Georgia,3,active,charter
34.5,4077,TOKA,TBS,,TZS,GE,,TCA,Georgia,3,active,cargo
25.7,4081,GEOLINE,TBS,,AGA,GE,,AG Air,Georgia,2,active,charter
0.0,4521,VISTA GEORGIA,TBS,,AJD,GE,,Vista Georgia,Georgia,0,active,"charter,division"
0.0,4959,Unknown,UNKNOWN,,AWG,GE,,Air West (Georgia),Georgia,0,active,Unknown
0.0,5241,AVIASERVICE,UNKNOWN,,BIV,GE,,Aviaservice,Georgia,0,active,Unknown
0.0,5427,GREMAIR,UNKNOWN,,BRZ,GE,,Bravo Air,Georgia,0,active,Unknown
0.0,5465,Unknown,BUS,,BTM,GE,,Air Batumi,Georgia,0,active,scheduled
0.0,5496,ABAZIA,UNKNOWN,,BVZ,GE,,Abavia,Georgia,0,active,Unknown
0.0,6012,Unknown,TBS,,CRE,GE,,Carre Aviation,Georgia,0,active,private
0.0,6287,TBILAVIA,UNKNOWN,,DGD,GE,,Skyway,Georgia,0,active,Unknown
0.0,6978,GEORGIA FED,UNKNOWN,,FGA,GE,,Georgian Aviation Federation,Georgia,0,active,Unknown
0.0,7099,TRANSAVIASERVICE,UNKNOWN,,FNV,GE,,Transaviaservice,Georgia,0,active,Unknown
0.0,7348,Unknown,TBS,,GEA,GE,,Caucasus Aeroservice,Georgia,0,active,charter
0.0,7351,ALAZANI,UNKNOWN,,GEA,GE,,Caucasus Airways,Georgia,0,active,Unknown
0.0,7369,KARTULI,UNKNOWN,,GEO,GE,,Georgian,Georgia,0,active,Unknown
0.0,7385,GREMI,TBS,,GFG,GE,,Sky Georgia,Georgia,0,active,"scheduled,charter"
0.0,7630,Unknown,TBS,,GVI,GE,,Air Victory Georgia,Georgia,0,active,scheduled
0.0,7646,NATAKHTARI,UNKNOWN,,GYG,GE,,Serviceair,Georgia,0,active,Unknown
0.0,8315,JAVAVIA,UNKNOWN,,JAZ,GE,,Jav-Avia,Georgia,0,active,Unknown
0.0,8993,AVIAKOMI,UNKNOWN,,LMB,GE,,Aviakomi,Georgia,0,active,Unknown
0.0,9062,AERO LASARE,UNKNOWN,,LRE,GE,,Lasare Airline,Georgia,0,active,Unknown
0.0,9323,Unknown,TBS,,MGC,GE,,Sun Way,Georgia,0,active,cargo
0.0,9473,NINO,UNKNOWN,,MNM,GE,,Adjaria,Georgia,0,active,Unknown
0.0,9891,ADJARA,UNKNOWN,,NOD,GE,,Fly Adjara,Georgia,0,active,Unknown
0.0,11208,GEORGIAN BALLOON,UNKNOWN,,RVU,GE,,Sky Travel,Georgia,0,active,Unknown
0.0,12053,IBERLINE,UNKNOWN,,TBB,GE,,Air Iberia,Georgia,0,active,Unknown
0.0,12705,EUREX,UNKNOWN,,URX,GE,,Eurex Airlines,Georgia,0,active,Unknown
0.0,12707,TUSHETI,UNKNOWN,,USB,GE,,Tusheti,Georgia,0,active,Unknown
0.0,12917,TBILAVIA,TBS,,VNZ,GE,,Tbilaviamsheni Georgia,Georgia,0,active,scheduled
0.0,12933,Unknown,TBS,,VPV,GE,,Vip-Avia,Georgia,0,active,charter
0.0,12934,Unknown,UNKNOWN,,VPV,GE,,VIP Avia,Georgia,0,active,Unknown
17.9,571,STARBOW,ACC,S9,IKM,GH,759.0,Aero Surveys Ltd t/a Starbow,Ghana,4,active,scheduled
8.7,646,BLACKSTAR,ACC,AW,AFW,GH,,Africa World Airlines,Ghana,2,active,scheduled
16.9,665,ANTRAK,ACC,O4,ABV,GH,,Antrak Air,Ghana,2,active,scheduled
0.0,1021,Unknown,ACC,5G,FOX,GH,,Fly540 Ghana,Ghana,0,active,scheduled
0.0,1689,Unknown,ACC,E2,EAB,GH,,Eagle Atlantic Airlines,Ghana,0,active,scheduled
0.0,3649,KILO YANKEE,UNKNOWN,WH,WCB,GH,764.0,West African Airlines,Ghana,0,active,Unknown
27.5,4138,CITYLINK,ACC,,CTQ,GH,,Citylink Ghana,Ghana,1,active,scheduled
0.0,4282,Unknown,UNKNOWN,,ACE,GH,246.0,Air Charter Express,Ghana,0,active,charter
0.0,4396,Unknown,UNKNOWN,,AFD,GH,,Airfutures Airlines,Ghana,0,active,Unknown
0.0,4576,AIRLIFT GHANA,ACC,,ALE,GH,,Airlift International,Ghana,0,active,cargo
0.0,4577,Unknown,UNKNOWN,,ALE,GH,,Airlift International of Ghana,Ghana,0,active,Unknown
0.0,6095,CITYLINK,UNKNOWN,,CTQ,GH,,CTK Network Aviation,Ghana,0,active,Unknown
0.0,6982,FANAIR,UNKNOWN,,FGH,GH,,Fan Airways,Ghana,0,active,Unknown
0.0,7316,AEROGEM,ACC,,GCK,GH,,Aerogem Cargo,Ghana,0,active,cargo
0.0,7410,Unknown,UNKNOWN,,GHF,GH,,Ghana Air Force,Ghana,0,active,government
0.0,7416,AIR GHANA,ACC,,GHN,GH,,Air Ghana,Ghana,0,active,cargo
0.0,7447,Unknown,UNKNOWN,,GIN,GH,,Gianair,Ghana,0,active,Unknown
0.0,7538,GOLDWAYS,UNKNOWN,,GOG,GH,,Mframa Airlines,Ghana,0,active,Unknown
0.0,7636,JUPITER,UNKNOWN,,GWH,GH,,Gulf Wing Aviation,Ghana,0,active,Unknown
0.0,8501,JETRANS,UNKNOWN,,JTC,GH,,Jet Trans Aviation,Ghana,0,active,Unknown
0.0,9180,MERID AIR,ACC,,MAG,GH,667.0,Meridan Airways,Ghana,0,active,cargo
0.0,9604,MUGGAN,UNKNOWN,,MUG,GH,,Muk Air,Ghana,0,active,Unknown
0.0,9799,Unknown,UNKNOWN,,NHV,GH,,NHV Aviation,Ghana,0,active,Unknown
0.0,10822,RACE,UNKNOWN,,RBO,GH,,Rainbow Cargo Express,Ghana,0,active,cargo
0.0,11024,REAL,UNKNOWN,,RLV,GH,,Real Aviation,Ghana,0,active,Unknown
0.0,11529,Unknown,UNKNOWN,,SJG,GH,,Star Jet Airlines,Ghana,0,active,Unknown
0.0,11690,Unknown,ACC,,SOG,GH,,Solenta Aviation Ghana,Ghana,0,active,charter
0.0,11864,SOUTHERN AVIATION,UNKNOWN,,STV,GH,,Southern Aviation,Ghana,0,active,Unknown
0.0,12177,TROPICANA,UNKNOWN,,TGP,GH,,Tropicana Airlines,Ghana,0,active,Unknown
0.0,12625,Unknown,ACC,,UHI,GH,,Unicorn Air,Ghana,0,active,private
0.0,13064,WHISKEY INDIA,UNKNOWN,,WCG,GH,,West Coast Airlines,Ghana,0,active,Unknown
0.0,1937,AIR ALPHA,JAV,GD,AHA,GL,,Air Alpha,Greenland,0,active,charter
0.0,7566,Unknown,UNKNOWN,,GRE,GL,,Greenlandcopter,Greenland,0,active,Unknown
0.0,818,AFRINAT,BJL,2F,AFU,GM,,Afrinat International,Gambia,0,active,scheduled
0.0,904,GAMBIA BIRD,BJL,3G,GBQ,GM,213.0,Gambia Bird,Gambia,0,active,scheduled
0.0,1220,MID AFRICA,BJL,8G,MFG,GM,357.0,Mid Africa Aviation,Gambia,0,active,scheduled
0.0,3168,AFRICAWORLD,UNKNOWN,RV*,AFI,GM,,AfricaOne,Gambia,0,active,Unknown
0.0,3193,SLOK GAMBIA,BJL,S0*,OKS,GM,,Slok Air International,Gambia,0,active,scheduled
0.0,4234,AEOLUS,BJL,,AAZ,GM,,Aeolus Air,Gambia,0,active,scheduled
0.0,6140,CONTIWINGS,UNKNOWN,,CWG,GM,,Continental Wings,Gambia,0,active,Unknown
0.0,6230,DANBO,BJL,,DBG,GM,,Air Dabia,Gambia,0,active,charter
0.0,6356,DONIYA,UNKNOWN,,DNO,GM,,Doniya Air Gambia,Gambia,0,active,Unknown
0.0,7586,Unknown,UNKNOWN,,GSG,GM,,GS Aviation (Gambia),Gambia,0,active,Unknown
0.0,7620,GULF AFRICAN,UNKNOWN,,GUF,GM,,Gulf African Airlines,Gambia,0,active,Unknown
0.0,8259,INTERLACE,UNKNOWN,,ITG,GM,,Interlace Airlines,Gambia,0,active,Unknown
0.0,8313,AFRIC ALLIANCE,UNKNOWN,,JAY,GM,,African Alliance Airlines,Gambia,0,active,Unknown
0.0,8417,ATLANTIC GAMBIA,UNKNOWN,,JLM,GM,,Atlantic Express Airlines,Gambia,0,active,Unknown
0.0,8523,JUPITER GAMBIA,BJL,,JUA,GM,,Jupiter Airlines,Gambia,0,active,charter
0.0,8798,AVILEG,UNKNOWN,,LAG,GM,,Aviaiton Legacy,Gambia,0,active,Unknown
0.0,9860,NEWMILL,UNKNOWN,,NML,GM,,Gambia New Millenniun Air,Gambia,0,active,Unknown
0.0,10600,PIER JET,UNKNOWN,,PSG,GM,,Pier Seven Aviation,Gambia,0,active,Unknown
0.0,10943,Unknown,UNKNOWN,,RGG,GM,,Royal Air (Gambia),Gambia,0,active,Unknown
0.0,12172,TRANS-ATLANTIC,UNKNOWN,,TGL,GM,,Trans-Atlantic Airlines,Gambia,0,active,Unknown
0.0,6580,Unknown,CKY,,EGR,GN,,Eagle Air (Guinea),Guinea,0,active,Unknown
0.0,7430,Unknown,CKY,,GID,GN,,Galex Guinee Air,Guinea,0,active,cargo
0.0,7439,TRANSPORT AFRICAN,UNKNOWN,,GIH,GN,,Union Des Transports Africains de Guinee,Guinea,0,active,Unknown
0.0,7440,GUINEE AIRWAYS,UNKNOWN,,GIJ,GN,,Guinee Airways,Guinea,0,active,Unknown
0.0,7450,Unknown,CKY,,GIQ,GN,,Guinee Paramount Airlines,Guinea,0,active,charter
0.0,7463,Unknown,UNKNOWN,,GIW,GN,,Galex Guinea Air,Guinea,0,active,Unknown
0.0,7465,TRANSMAX,UNKNOWN,,GIX,GN,,Trans-Aeromax,Guinea,0,active,Unknown
0.0,7466,PROBIZ,UNKNOWN,,GIY,GN,,Probiuz Guinee,Guinea,0,active,Unknown
0.0,7467,Unknown,UNKNOWN,,GIZ,GN,,Africa Airlines,Guinea,0,active,Unknown
0.0,7471,Unknown,CKY,,GJH,GN,,Guinea Air Cargo,Guinea,0,active,cargo
0.0,7472,GUINEE AIR,CKY,,GJH,GN,,Guinee Air Cargo,Guinea,0,active,cargo
0.0,5560,CAR LINE,UNKNOWN,,CAJ,GP,,Air Caraibes Atlantique,Guadeloupe,0,active,Unknown
8.7,363,CEIBA LINE,SSG,C2,CEL,GQ,304.0,Ceiba Intercontinental,Equatorial Guinea,10,active,scheduled
18.4,484,Unknown,BZV,LC,,GQ,753.0,Equatorial Congo Airlines (ECAIR),Equatorial Guinea,6,active,scheduled
22.4,4090,CRONOS,SSG,,CRA,GQ,,Cronos Airlines,Equatorial Guinea,2,active,scheduled
17.8,4143,Unknown,UNKNOWN,,EGA,GQ,,Ecuato - Guineana de Aviacion,Equatorial Guinea,1,active,Unknown
13.8,4171,Unknown,UNKNOWN,,ONM,GQ,,Presidencia de la Republica de Guinea Ecuatorial,Equatorial Guinea,1,active,Unknown
0.0,4545,AIR MAKEN,UNKNOWN,,AKE,GQ,,Air Maken,Equatorial Guinea,0,active,Unknown
0.0,4989,AVIREX,UNKNOWN,,AXG,GQ,,Avirex Guinee Equatoriale,Equatorial Guinea,0,active,Unknown
0.0,5945,COAGE,UNKNOWN,,COG,GQ,,Compania Aerea de Guinea Ecuatorial (COAGE),Equatorial Guinea,0,active,Unknown
0.0,6130,CET AVIATION,UNKNOWN,,CVN,GQ,,CET Aviation,Equatorial Guinea,0,active,Unknown
0.0,6445,DUCOR WORLD,UNKNOWN,,DWA,GQ,,Ducor World Airlines,Equatorial Guinea,0,active,Unknown
0.0,6519,EQUATOGUINEA,UNKNOWN,,ECV,GQ,,Ecuatoguineana de Aviacion,Equatorial Guinea,0,active,Unknown
0.0,6698,ECUA-CARGO,UNKNOWN,,EQC,GQ,,Ecuatorial Cargo,Equatorial Guinea,0,active,cargo
0.0,6700,Unknown,UNKNOWN,,EQT,GQ,,Equatorial Airlines,Equatorial Guinea,0,active,Unknown
0.0,7347,Unknown,SSG,,GEA,GQ,,GEASA - Guinea Ecuatorial Airlines,Equatorial Guinea,0,active,charter
0.0,7350,Unknown,UNKNOWN,,GEA,GQ,,GEASA,Equatorial Guinea,0,active,Unknown
0.0,7377,Unknown,UNKNOWN,,GET,GQ,,GETRA-Guinea Ecuatorial de Transportes A,Equatorial Guinea,0,active,Unknown
0.0,7396,ECUATO GUINEA,UNKNOWN,,GGE,GQ,,Gobierno de la Republica de Guinea Ecuatorial,Equatorial Guinea,0,active,Unknown
0.0,7519,GUINEA CARGO,UNKNOWN,,GNC,GQ,,Guinea Cargo,Equatorial Guinea,0,active,cargo
0.0,8628,SKIMAS,UNKNOWN,,KIM,GQ,,Skimaster Guinea Ecuatorial,Equatorial Guinea,0,active,Unknown
0.0,9128,LOTMORE,UNKNOWN,,LUS,GQ,,Lotus International Air,Equatorial Guinea,0,active,Unknown
0.0,9785,NAGESA,UNKNOWN,,NGS,GQ,,"Nagesa, Compania Aerea",Equatorial Guinea,0,active,Unknown
0.0,10547,PROMPTAIR,UNKNOWN,,POM,GQ,,Prompt Air,Equatorial Guinea,0,active,Unknown
0.0,10853,AEROCONSUL,UNKNOWN,,RCS,GQ,,Air Consul,Equatorial Guinea,0,active,Unknown
0.0,11440,SOUTH GATE,UNKNOWN,,SGE,GQ,,Southern Gateway,Equatorial Guinea,0,active,Unknown
0.0,12002,GUINEA SKYMASTER,UNKNOWN,,SYM,GQ,,Skymasters,Equatorial Guinea,0,active,Unknown
0.0,12613,UNIFLY,UNKNOWN,,UFL,GQ,,Unifly,Equatorial Guinea,0,active,Unknown
0.0,12721,UTAGE,UNKNOWN,,UTG,GQ,,Union de Transportes Aereo de Guinea Ecuatorial,Equatorial Guinea,0,active,Unknown
0.0,12828,AVIAGE,UNKNOWN,,VGG,GQ,,Aviage,Equatorial Guinea,0,active,Unknown
7.5,122,AEGEAN,ATH,A3,AEE,GR,390.0,Aegean Airlines,Greece,47,active,scheduled
11.4,306,OLYMPIC,ATH,OA,OAL,GR,50.0,Olympic Air,Greece,14,active,scheduled
24.3,504,GREEK STAR,SKG,A2,AZI,GR,273.0,Astra Airlines,Greece,5,active,scheduled
17.3,507,ELLINAIR HELLAS,SKG,EL,ELB,GR,241.0,Ellinair S.A,Greece,5,active,scheduled
24.5,598,AIR CRETE,HER,GQ,SEH,GR,,Sky Express S.A.,Greece,3,active,scheduled
0.0,927,AEROLAND,ATH,3S*,AEN,GR,207.0,Aeroland Airways,Greece,0,active,charter
0.0,2021,HERMES,ATH,H3,HRM,GR,,Hermes Airlines,Greece,0,active,charter
0.0,2709,ARROW JET,ATH,ND,GSW,GR,,Sky Wings Airlines,Greece,0,active,charter
18.8,4043,HERCULES JET,ATH,,GNJ,GR,,GainJet,Greece,4,active,"private,charter"
16.1,4105,OLY AIR,ATH,,OLY,GR,,Olympus Airways,Greece,2,active,charter
0.0,4427,Unknown,ATH,,AGE,GR,,AirGo Airlines Bulgaria,Greece,0,active,cargo
0.0,4622,Unknown,ATH,,AMJ,GR,,Amjet Executive,Greece,0,active,private
0.0,4944,AVIATOR,ATH,,AVW,GR,,Aviator Airways,Greece,0,active,"scheduled,private"
0.0,5089,CADIA BIRD,HER,,BBG,GR,,Blue Bird Airways,Greece,0,active,charter
0.0,7575,Unknown,ATH,,GRV,GR,,Ver-Avia,Greece,0,active,cargo
0.0,7578,NIGHT RIDER,UNKNOWN,,GRV,GR,,Epsilon Aviation,Greece,0,active,Unknown
0.0,7665,HELLENIC AIR FORCE,UNKNOWN,,HAF,GR,,Hellenic Air Force,Greece,0,active,government
0.0,7861,HELLENIC NAVY,UNKNOWN,,HNA,GR,,Greek Navy,Greece,0,active,Unknown
0.0,7929,HELISTAR,UNKNOWN,,HSR,GR,,Helistar,Greece,0,active,Unknown
0.0,8086,HELLAS LIFT,UNKNOWN,,IFI,GR,,Air Lift,Greece,0,active,Unknown
0.0,8092,ICOPTER,UNKNOWN,,IFM,GR,,iFly,Greece,0,active,Unknown
0.0,8104,INTERCOPTER,UNKNOWN,,IHE,GR,,Interjet Helicopters,Greece,0,active,private
0.0,8178,INJET,ATH,,INJ,GR,,Interjet,Greece,0,active,scheduled
0.0,8722,KAY-JETS,ATH,,KSJ,GR,,K2 SmartJets,Greece,0,active,"scheduled,private"
0.0,8979,AIR LIFE,UNKNOWN,,LLK,GR,,Life Line Aviation,Greece,0,active,Unknown
0.0,9197,MINOAN,HER,,MAV,GR,,Minoan Air,Greece,0,active,scheduled
0.0,9258,MED-FREIGHT,ATH,,MDF,GR,,Mediterranean Air Freight,Greece,0,active,"scheduled,cargo"
0.0,9259,MED-FREIGHT,UNKNOWN,,MDF,GR,,Swiftair Hellas,Greece,0,active,Unknown
0.0,9949,INTERSALONIKA,UNKNOWN,,NSK,GR,,Air Intersalonika,Greece,0,active,Unknown
0.0,11082,LINDOS AIR,UNKNOWN,,ROS,GR,,F.A.S. Rhodos Pilots Academy,Greece,0,active,Unknown
0.0,11895,SUPERIOR,UNKNOWN,,SUQ,GR,,Superior Air,Greece,0,active,Unknown
0.0,13160,LUMI,LWI,L9,LWI,GR,,Lumiwings,Greece,2,active,"scheduled, charter"
1.7,555,AVIATECA,GUA,GU,GUG,GT,240.0,"AVIATECA, S.A.",Guatemala,4,active,scheduled
27.7,582,CHAPIN,GUA,5U,TGU,GT,911.0,Transportes Aereos Guatemaltecos S.,Guatemala,3,active,scheduled
28.9,710,SALAZAR,GUA,L3,JOS,GT,947.0,DHL de Guatemala S.A.,Guatemala,1,active,"scheduled,cargo"
0.0,7506,MAYAN EAGLES,GUA,,GME,GT,,Aguilas Mayas Internacional,Guatemala,0,active,charter
0.0,7704,Unknown,UNKNOWN,,HCG,GT,,Helicopteros de Guatemala,Guatemala,0,active,private
0.0,9441,RUTA MAYA,UNKNOWN,,MMG,GT,,Aereo Ruta Maya,Guatemala,0,active,Unknown
0.0,1585,AIR MIKE,GUM,CS,CMI,GU,596.0,Continental Micronesia,Guam,0,active,scheduled
0.0,1870,FREEDOM,GUM,FP,FRE,GU,,Freedom Air,Guam,0,active,scheduled
0.0,2902,MAGELLAN,GUM,P9*,MGE,GU,46.0,Asia Pacific Airlines,Guam,0,active,"scheduled,cargo"
0.0,5428,BISSAU INTERNATIONAL,UNKNOWN,,BSA,GW,,Air Bissau International,Guinea-Bissau,0,active,Unknown
0.0,7307,TRANSBISSAU,UNKNOWN,,GBU,GW,,Transports Aï¿½riens de La Guinee-Bissau,Guinea-Bissau,0,active,Unknown
0.0,7428,Unknown,UNKNOWN,,GIB,GW,,GR Avia,Guinea-Bissau,0,active,Unknown
0.0,7710,HALCYON,UNKNOWN,,HCN,GW,,Halcyon Air Bissau Airways,Guinea-Bissau,0,active,Unknown
0.0,11691,AEROSOGA,UNKNOWN,,SOG,GW,,Aero Soga,Guinea-Bissau,0,active,Unknown
0.0,1322,Unknown,JFK,9T,,GY,,Travelspan GT Inc,Guyana,0,active,virtual
0.0,2522,Unknown,UNKNOWN,LE,LHS,GY,,Laparkan Airways,Guyana,0,active,Unknown
0.0,2524,Unknown,GEO,LE,,GY,,Laparkan Airlines,Guyana,0,active,cargo
0.0,6848,GUYANA JET,UNKNOWN,,EZJ,GY,,Ezjet,Guyana,0,active,Unknown
0.0,7787,INTER GUYANE,UNKNOWN,,HIG,GY,,Heli-inter Guyane,Guyana,0,active,Unknown
0.0,9160,HELIGUYANE,UNKNOWN,,LYH,GY,,Yankee Lima Helicopteres,Guyana,0,active,private
0.0,11080,RORAIMA,OGL,,ROR,GY,,Roraima Airways,Guyana,0,active,charter
0.0,12182,TRANS GUYANA,OGL,,TGY,GY,,Trans Guyana Airways,Guyana,0,active,scheduled
8.3,33,CATHAY,HKG,CX,CPA,HK,160.0,Cathay Pacific,Hong Kong,143,active,scheduled
13.9,129,DRAGON,HKG,KA,HDA,HK,43.0,Dragonair,Hong Kong,42,active,scheduled
3.8,165,BAUHINIA,HKG,HX,CRK,HK,851.0,Hong Kong Airlines,Hong Kong,31,active,scheduled
5.0,311,HONGKONG SHUTTLE,HKG,UO,HKE,HK,128.0,Hong Kong Express Airways,Hong Kong,14,active,scheduled
16.1,324,AIR HONG KONG,HKG,LD,AHK,HK,288.0,AHK Air Hong Kong Limited,Hong Kong,13,active,"scheduled,cargo"
0.0,881,Unknown,UNKNOWN,3A*,,HK,,Chu Kong Passanger Transport,Hong Kong,0,active,Unknown
