GMT,cityId,codeIataCity,codeIso2Country,geonameId,latitudeCity,longitudeCity,nameCity,timezone
1,1497,CSO,DE,2874545,51.85,11.416667,Cochstedt,Europe/Berlin
1,1849,DRS,DE,2935022,51.13,13.77,Dresden,Europe/Berlin
1,1872,DTM,DE,2935517,51.514828,7.613139,Dortmund,Europe/Berlin
1,1882,DUI,DE,2934691,51.4333,6.75,Duisburg,Europe/Berlin
1,1889,DUS,DE,2934246,51.224943,6.775652,Dusseldorf,Europe/Berlin
1,1986,EIB,DE,0,50.983334,10.483333,Eisenach,Europe/Berlin
1,2033,EME,DE,2930596,53.36667,7.2,Emden,Europe/Berlin
1,2085,ERF,DE,2929670,50.973734,11.022435,Erfurt,Europe/Berlin
1,2113,ESS,DE,2934246,51.40389,6.941667,Essen,Europe/Berlin
1,2130,EUM,DE,0,54.066666,9.966667,Neumuenster,Europe/Berlin
1,2196,FCN,DE,2939658,53.783054,8.666667,Cuxhaven,Europe/Berlin
1,2200,FDH,DE,2924585,47.672775,9.523482,Friedrichshafen,Europe/Berlin
1,2211,FEL,DE,2867714,48.2,11.266667,Fuerstenfeldbruck,Europe/Berlin
1,2240,FKB,DE,2825297,49.008085,8.403756,Karlsruhe,Europe/Berlin
1,2251,FLF,DE,2926271,54.77222,9.383333,Flensburg,Europe/Berlin
1,2272,FMM,DE,2871992,47.98861,10.239444,Memmingen,Europe/Berlin
1,2274,FMO,DE,2867543,52.09207,7.610575,Greven,Europe/Berlin
1,2279,FNB,DE,2866135,53.60278,13.307222,Neubrandenburg,Europe/Berlin
1,2310,FRA,DE,2925533,50.050735,8.570773,Frankfurt,Europe/Berlin
1,2331,FRZ,DE,2892518,51.11667,9.266667,Fritzlar,Europe/Berlin
1,2497,GHF,DE,2805615,49.65,9.966667,Giebelstadt,Europe/Berlin
1,2522,GKE,DE,2934246,50.966667,6.133333,Geilenkirchen,Europe/Berlin
1,2658,GTI,DE,0,54.38333,12.316667,Guettin,Europe/Berlin
1,2684,GUT,DE,2847690,51.904906,8.39275,Guetersloh,Europe/Berlin
1,2707,GWT,DE,2810284,54.91528,8.343056,Westerland,Europe/Berlin
1,2741,HAJ,DE,2910831,52.372068,9.735686,Hanover,Europe/Berlin
1,2744,HAM,DE,2911298,53.553813,9.991586,Hamburg,Europe/Berlin
1,2778,HDB,DE,0,49.4019,8.680285,Heidelberg,Europe/Berlin
1,2781,HDF,DE,2833988,53.87825,14.138242,Heringsdorf,Europe/Berlin
1,2794,HEI,DE,0,54.155556,8.902778,Heide-Buesum,Europe/Berlin
1,2814,HGL,DE,3208547,54.186943,7.916667,Helgoland,Europe/Berlin
1,2910,HOQ,DE,2902768,50.289165,11.862222,Hof,Europe/Berlin
1,3071,IES,DE,2846939,51.300142,13.302104,Riesa,Europe/Berlin
1,3091,IGS,DE,2867714,48.72,11.53,Ingolstadt-manching,Europe/Berlin
1,3121,ILH,DE,2896543,49.47,10.39,Illisheim,Europe/Berlin
1,3446,JUI,DE,2894569,53.683334,7.066667,Juist,Europe/Berlin
1,3568,KEL,DE,2891122,54.380833,10.143333,Kiel,Europe/Berlin
1,3701,KLT,DE,2894003,49.433334,7.75,Kaiserslautern,Europe/Berlin
1,3772,KOQ,DE,0,51.716667,11.95,Koethen,Europe/Berlin
1,3835,KSF,DE,2892518,51.415855,9.380858,Kassel,Europe/Berlin
1,3961,KZG,DE,2805615,49.733334,10.15,Kitzingen,Europe/Berlin
1,4066,LEJ,DE,0,51.43,12.24,Leipzig-Halle,Europe/Berlin
1,4103,LGO,DE,2880861,53.766666,7.533333,Langeoog,Europe/Berlin
1,4113,LHA,DE,2881885,48.333332,7.883333,Lahr,Europe/Berlin
1,4591,MHG,DE,2873891,49.476578,8.521081,Mannheim,Europe/Berlin
1,4901,MUC,DE,2867714,48.139127,11.580186,Munich,Europe/Berlin
1,5222,NOD,DE,0,53.583332,7.2,Norden,Europe/Berlin
1,5256,NRD,DE,2862041,53.833332,7.166667,Norderney,Europe/Berlin
1,5299,NUE,DE,2861650,49.45052,11.08048,N?rnberg,Europe/Berlin
1,5362,OBF,DE,2867714,48.083332,11.283333,Oberpfaffenhofen,Europe/Berlin
1,5431,OHR,DE,0,54.685833,8.529167,Wyk Auf Foehr,Europe/Berlin
1,5650,PAD,DE,2959267,51.610332,8.619832,Paderborn,Europe/Berlin
1,5741,PEF,DE,0,54.166668,13.766667,Peenemuende,Europe/Berlin
1,6016,PSH,DE,0,54.5,8.116667,St Peter,Europe/Berlin
1,6143,QBO,DE,2947416,51.4833,7.21667,Bochum,Europe/Berlin
1,6152,QFB,DE,0,47.9959,7.85222,Freiburg,Europe/Berlin
1,6162,QHU,DE,0,54.4858,9.05239,Husum,Europe/Berlin
1,6164,QII,DE,0,47.55,9.68333,Lindau,Europe/Berlin
1,6179,QMZ,DE,0,50.0,8.27111,Mainz,Europe/Berlin
1,6182,QOB,DE,2955936,49.3,10.5833,Ansbach,Europe/Berlin
1,6204,QUL,DE,0,48.4,10.0,Ulm,Europe/Berlin
1,6214,QWU,DE,0,49.7878,9.93611,Wuerzburg,Europe/Berlin
1,6271,RBM,DE,2826099,48.901943,12.519722,Straubing,Europe/Berlin
1,6314,REB,DE,2849717,53.35,12.716667,Rechlin,Europe/Berlin
1,6403,RLG,DE,2844588,53.92,12.266667,Rostock-laage,Europe/Berlin
1,6422,RMS,DE,2850539,49.45,7.55,Ramstein,Europe/Berlin
1,6620,SCN,DE,2842647,49.234851,6.994402,Saarbruecken,Europe/Berlin
1,6698,SGE,DE,2832495,50.85,8.0,Siegen,Europe/Berlin
1,6930,SPM,DE,2821164,50.06547,6.835917,Spangdahlem,Europe/Berlin
1,7028,STR,DE,2825297,48.777106,9.180769,Stuttgart,Europe/Berlin
1,7172,SZW,DE,0,53.625743,11.416893,Schwerin,Europe/Berlin
1,7790,URD,DE,0,49.8,11.133333,Burg Feuerstein,Europe/Berlin
1,7844,UWP,DE,2805753,51.2667,7.18333,Wuppertal,Europe/Berlin
1,7854,VAC,DE,2939969,52.916668,8.05,Varrelbusch,Europe/Berlin
1,8058,WBG,DE,2838634,54.45,9.516667,Schleswig-jagel,Europe/Berlin
1,8109,WIE,DE,2809346,50.083332,8.233333,Wiesbaden,Europe/Berlin
1,8242,WVN,DE,2808720,53.533333,8.116667,Wilhelmshaven,Europe/Berlin
1,8343,XHI,DE,2905457,49.56798,10.88565,Herzogenaurach,Europe/Berlin
1,8402,XLW,DE,2878912,53.166668,8.6,Lemwerder,Europe/Berlin
1,9072,ZAU,DE,0,0.0,0.0,Aue,Europe/Berlin
1,9090,ZCB,DE,2955272,49.9739,9.14917,Aschaffenburg,Europe/Berlin
1,9113,ZEE,DE,2923822,50.5516,9.67518,Fulda,Europe/Berlin
1,9116,ZEI,DE,2922530,47.49209,11.09576,Garmisch-Partenkirchen,Europe/Berlin
1,9117,ZEJ,DE,2921466,51.5167,7.11667,Gelsenkirchen,Europe/Berlin
1,9123,ZEU,DE,0,0.0,0.0,Goettingen,Europe/Berlin
1,9124,ZEY,DE,0,51.35,7.46667,Hagen,Europe/Berlin
1,9133,ZFR,DE,2925535,52.35,14.55,Frankfurt (Oder),Europe/Berlin
1,9136,ZGA,DE,2921232,50.8667,12.0833,Gera,Europe/Berlin
1,9137,ZGE,DE,0,51.1667,15.0,Goerlitz,Europe/Berlin
1,9143,ZGO,DE,0,23.430237,116.75859,Gotha,Europe/Berlin
1,9147,ZGW,DE,2917788,54.1,13.3833,Greifswald,Europe/Berlin
1,9179,ZIO,DE,2831580,51.17343,7.0845,Solingen,Europe/Berlin
1,9183,ZIT,DE,2804008,50.9,14.8333,Zittau,Europe/Berlin
1,9200,ZJS,DE,2895044,18.31063,109.409706,Jena,Europe/Berlin
1,9241,ZLU,DE,0,53.3167,11.5,Ludwigslust,Europe/Berlin
1,9258,ZNB,DE,0,51.6803,7.82089,Hamm,Europe/Berlin
1,9264,ZNV,DE,0,50.35,7.6,Koblenz,Europe/Berlin
1,9265,ZNW,DE,2877650,50.3833,8.05,Limburg,Europe/Berlin
1,9268,ZOG,DE,0,41.457,-84.1733,Lueneburg,Europe/Berlin
1,9269,ZOM,DE,0,52.2833,8.91667,Minden,Europe/Berlin
1,9270,ZOO,DE,0,0.0,0.0,Muelheim an der Ruhr,Europe/Berlin
1,9272,ZOY,DE,0,51.4667,6.85,Oberhausen,Europe/Berlin
1,9273,ZPA,DE,2857798,48.4833,7.93333,Offenburg,Europe/Berlin
1,9276,ZPD,DE,0,53.1667,8.2,Oldenburg,Europe/Berlin
1,9277,ZPF,DE,2855328,48.5746,13.4685,Passau,Europe/Berlin
1,9279,ZPL,DE,0,24.40528,98.5319,Recklinghausen,Europe/Berlin
1,9280,ZPM,DE,2849483,49.015,12.0956,Regensburg,Europe/Berlin
1,9282,ZPY,DE,2832521,50.80019,7.20769,Siegburg,Europe/Berlin
1,9283,ZQF,DE,2821164,49.864,6.787,Trier,Europe/Berlin
1,9286,ZQV,DE,2806142,49.6356,8.35972,Worms,Europe/Berlin
1,9287,ZQY,DE,0,0.0,0.0,Giessen,Europe/Berlin
1,9298,ZRW,DE,2850257,48.85,8.2,Rastatt,Europe/Berlin
1,9301,ZSC,DE,0,0.0,0.0,Schoena,Europe/Berlin
1,9302,ZSD,DE,2835249,53.43333,10.68333,Schwanheide,Europe/Berlin
1,9304,ZSG,DE,0,50.35,11.1667,Sonneberg,Europe/Berlin
1,9306,ZSI,DE,0,0.0,0.0,Sassnitz,Europe/Berlin
1,9308,ZSK,DE,2855337,53.50627,13.98997,Pasewalk,Europe/Berlin
1,9310,ZSN,DE,2827479,52.6,11.85,Stendal,Europe/Berlin
1,9311,ZSO,DE,2824948,31.85,117.28333,Suhl,Europe/Berlin
1,9313,ZSQ,DE,2842112,36.265884,120.38236,Salzwedel,Europe/Berlin
1,9316,ZSU,DE,0,51.8333,12.25,Dessau,Europe/Berlin
1,9330,ZTZ,DE,0,50.8333,12.9167,Chemnitz,Europe/Berlin
1,9344,ZWD,DE,0,0.0,0.0,Warnemuende,Europe/Berlin
1,9347,ZWM,DE,0,53.9,11.4667,Wismar,Europe/Berlin
1,9348,ZWN,DE,0,53.0,11.75,Wittenberge,Europe/Berlin
1,9350,ZWT,DE,0,51.2667,5.46667,Lutherstadt Wittenberg,Europe/Berlin
+1,9372,SXF,DE,2950159,52.52,13.405,Berlin,Europe/Berlin
3,167,AII,DJ,0,11.15,42.716667,Alisabieh,Africa/Djibouti
3,3358,JIB,DJ,223817,11.552361,43.149677,Djibouti,Africa/Djibouti
3,4593,MHI,DJ,0,11.0,43.0,Musha,Africa/Djibouti
3,5359,OBC,DJ,0,11.983333,43.266666,Obock,Africa/Djibouti
3,7253,TDJ,DJ,0,11.783333,42.9,Tadjoura,Africa/Djibouti
1,11,AAL,DK,2624886,57.028811,9.917771,Aalborg,Europe/Copenhagen
1,16,AAR,DK,2611664,56.162939,10.203921,Aarhus,Europe/Copenhagen
1,780,BLL,DK,2624144,55.747383,9.147874,Billund,Europe/Copenhagen
1,1075,BYR,DK,0,57.27756,11.005083,Laeso Island,Europe/Copenhagen
1,1398,CNL,DK,2621927,57.483334,10.216667,Sindal,Europe/Copenhagen
1,1443,CPH,DK,2618425,55.693403,12.583046,Copenhagen,Europe/Copenhagen
1,1933,EBJ,DK,2622447,55.476466,8.459405,Esbjerg,Europe/Copenhagen
1,3819,KRP,DK,2619068,56.3,9.116667,Karup,Europe/Copenhagen
1,4846,MRW,DK,2617072,54.685833,11.435,Maribo,Europe/Copenhagen
1,5388,ODE,DK,2615876,55.403756,10.40237,Odense,Europe/Copenhagen
1,6153,QFH,DK,2621927,57.44073,10.53661,Frederikshavn,Europe/Copenhagen
1,6161,QHJ,DK,0,0.0,0.0,Hjorring,Europe/Copenhagen
1,6167,QJV,DK,2613939,57.7333,10.6,Skagen Z7,Europe/Copenhagen
1,6168,QJW,DK,2618814,56.28581,9.43528,Kjellerup,Europe/Copenhagen
1,6175,QLZ,DK,2619426,56.13883,9.15768,Ikast,Europe/Copenhagen
1,6211,QWO,DK,2620046,56.36009,8.61607,Holstebro,Europe/Copenhagen
1,6213,QWQ,DK,2612204,56.4833,8.61667,Struer,Europe/Copenhagen
1,6217,QXF,DK,2610499,57.13166,9.95942,Vestbjerg,Europe/Copenhagen
1,6219,QXV,DK,2612045,55.05982,10.60677,Svendborg,Europe/Copenhagen
1,6227,QYQ,DK,2612130,57.16343,9.95667,Sulsted,Europe/Copenhagen
1,6436,RNN,DK,2614553,55.065556,14.757778,R?nne,Europe/Copenhagen
1,6697,SGD,DK,2613102,54.913811,9.792178,Sonderborg,Europe/Copenhagen
1,6811,SKS,DK,2610075,55.23,9.26,Vojens,Europe/Copenhagen
1,6962,SQW,DK,2613731,56.563556,9.032142,Skive,Europe/Copenhagen
1,7013,STA,DK,2617824,55.990276,8.355,Skjern,Europe/Copenhagen
1,7267,TED,DK,2620786,57.072224,8.703333,Thisted,Europe/Copenhagen
1,8259,XAH,DK,2614030,56.1667,9.56667,Silkeborg,Europe/Copenhagen
1,8260,XAJ,DK,2620279,57.58812,9.95922,Hirtshals,Europe/Copenhagen
1,8263,XAQ,DK,0,0.0,0.0,Bronderslev,Europe/Copenhagen
1,8422,XNR,DK,2625070,55.0333,9.43333,Aabenraa,Europe/Copenhagen
1,8426,XOA,DK,0,0.0,0.0,Aalbaek,Europe/Copenhagen
1,8465,XRA,DK,0,0.0,0.0,Graasten,Europe/Copenhagen
1,8519,XVX,DK,0,0.0,0.0,Vejle,Europe/Copenhagen
1,9073,ZAW,DK,0,0.0,0.0,Nykobing Mors,Europe/Copenhagen
1,9080,ZBJ,DK,2621951,55.5833,9.76667,Fredericia,Europe/Copenhagen
1,9086,ZBT,DK,2618528,39.122627,117.3399,Kolding,Europe/Copenhagen
1,9129,ZFK,DK,0,0.0,0.0,Guderup,Europe/Copenhagen
1,9148,ZGX,DK,2610319,56.45319,9.40201,Viborg,Europe/Copenhagen
1,9171,ZIB,DK,0,0.0,0.0,Nyborg,Europe/Copenhagen
1,9176,ZIJ,DK,0,0.0,0.0,Nykobing Sjaelland,Europe/Copenhagen
1,9177,ZIL,DK,0,0.0,0.0,Horsens,Europe/Copenhagen
1,9182,ZIR,DK,2615006,24.963888,53.15278,Randers,Europe/Copenhagen
1,9254,ZMW,DK,2623554,55.93814,9.12178,Brande,Europe/Copenhagen
1,9299,ZRY,DK,2620425,56.13932,8.97378,Herning,Europe/Copenhagen
-4,1817,DOM,DM,3575721,15.414999,-61.370976,Dominica,America/Dominica
-4,507,AZS,DO,3500243,19.270555,-69.736946,El Catey,America/Santo_Domingo
-4,921,BRX,DO,3492985,18.216667,-71.11667,Barahona,America/Santo_Domingo
-4,1136,CBJ,DO,3510888,17.933332,-71.65,Cabo Rojo,America/Santo_Domingo
-4,1435,COZ,DO,0,18.9,-70.71667,Constanza,America/Santo_Domingo
-4,2076,EPS,DO,3500243,19.25,-69.5,Samana,America/Santo_Domingo
-4,3308,JBQ,DO,3492908,18.575731,-69.98144,Higuero,America/Santo_Domingo
-4,4288,LRM,DO,3500957,18.416668,-68.9,La Romana,America/Santo_Domingo
-4,5942,POP,DO,3493175,19.754942,-70.56315,Puerto Plata,America/Santo_Domingo
-4,6067,PUJ,DO,3494242,18.562477,-68.364,Higuey,America/Santo_Domingo
-4,6645,SDQ,DO,3492908,18.5,-69.983333,Santo Domingo,America/Santo_Domingo
-4,6781,SJM,DO,0,18.833332,-71.23333,San Juan,America/Santo_Domingo
-4,6892,SNX,DO,0,19.116667,-69.4,Sabana De Mar,America/Santo_Domingo
-4,7021,STI,DO,3492914,19.401829,-70.60208,Santiago,America/Santo_Domingo
1,4,AAE,DZ,2506999,36.821392,7.811857,Annaba,Africa/Algiers
1,223,ALG,DZ,2507480,36.70058,3.21167,Algiers,Africa/Algiers
1,506,AZR,DZ,0,27.883333,-0.283333,Adrar,Africa/Algiers
1,649,BFW,DZ,2475687,35.171665,-0.589444,Sidi Belabbes,Africa/Algiers
1,723,BJA,DZ,0,36.75,5.083333,Bejaia,Africa/Algiers
1,778,BLJ,DZ,2505572,35.566666,6.183333,Batna,Africa/Algiers
1,815,BMW,DZ,2596771,21.316668,1.033333,Bordj Badji Mokhtar,Africa/Algiers
1,934,BSK,DZ,2503826,34.79333,5.738056,Biskra,Africa/Algiers
1,983,BUJ,DZ,0,35.166668,4.15,Boussaada,Africa/Algiers
1,1134,CBH,DZ,0,31.647778,-2.259722,B?char,Africa/Algiers
1,1231,CFK,DZ,2498611,36.212223,1.331667,Chlef,Africa/Algiers
1,1623,CZL,DZ,2501152,36.286476,6.618425,Constantine,Africa/Algiers
1,1750,DJG,DZ,2500275,24.465279,9.488889,Djanet,Africa/Algiers
1,1932,EBH,DZ,2498543,33.717804,1.094105,El Bayadh,Africa/Algiers
1,2012,ELG,DZ,2498305,30.5675,2.864722,El Golea,Africa/Algiers
1,2026,ELU,DZ,0,33.516666,6.783333,El Oued,Africa/Algiers
1,2493,GHA,DZ,0,32.38222,3.800556,Ghardaia,Africa/Algiers
1,2516,GJL,DZ,2492913,36.8,5.883333,Jijel,Africa/Algiers
1,2873,HME,DZ,2494029,31.675303,6.145436,Hassi Messaoud,Africa/Algiers
1,2936,HRM,DZ,0,33.166668,3.2,Hassi R'mel,Africa/Algiers
1,3031,IAM,DZ,0,28.051111,9.638056,In Amenas,Africa/Algiers
1,3153,INF,DZ,0,19.616667,5.866667,In Guezzam,Africa/Algiers
1,3171,INZ,DZ,6930641,27.25,2.516667,In Salah,Africa/Algiers
1,4242,LOO,DZ,2491191,33.833332,2.983333,Laghouat,Africa/Algiers
1,4820,MQV,DZ,2487134,35.9,0.083333,Mostaganem,Africa/Algiers
1,4918,MUW,DZ,0,35.333332,0.15,Mascara-Ghriss,Africa/Algiers
1,5039,MZW,DZ,2489865,33.521942,-0.283056,Mechria,Africa/Algiers
1,5421,OGX,DZ,2485801,31.916668,5.4,Ouargla,Africa/Algiers
1,5543,ORN,DZ,2485926,35.696944,-0.633056,Oran,Africa/Algiers
1,6199,QSF,DZ,0,36.18139,5.331111,S?tif,Africa/Algiers
1,6801,SKI,DZ,0,36.833332,6.966667,Skikda,Africa/Algiers
1,7268,TEE,DZ,0,35.466667,8.15,Tbessa,Africa/Algiers
1,7310,TGR,DZ,2475475,33.058334,6.084722,Touggourt,Africa/Algiers
1,7341,TID,DZ,2476897,35.466667,1.35,Tiaret,Africa/Algiers
1,7350,TIN,DZ,2476301,27.716667,-8.166667,Tindouf,Africa/Algiers
1,7411,TLM,DZ,2475687,35.016666,-1.45,Tlemcen,Africa/Algiers
1,7440,TMR,DZ,2478216,22.814722,5.459167,Tamanrasset,Africa/Algiers
1,7445,TMX,DZ,2476403,29.233334,0.283333,Timimoun,Africa/Algiers
1,8021,VVZ,DZ,2493456,26.533333,8.55,Illizi,Africa/Algiers
-5,397,ATF,EC,3660689,-1.083333,-78.7,Ambato,America/Guayaquil
-5,674,BHA,EC,3651832,-0.6,-80.416664,Bahia De Caraquez,America/Guayaquil
-5,1536,CUE,EC,3658666,-2.889343,-78.98689,Cuenca,America/Guayaquil
-5,2108,ESM,EC,3660515,0.966667,-79.625,Esmeraldas,America/Guayaquil
-5,2122,ETR,EC,2643743,-3.452222,-79.96167,Santa Rosa,America/Guayaquil
-6,2608,GPS,EC,3651163,-0.434722,-90.282776,Galapagos Island,Pacific/Galapagos
-5,2716,GYE,EC,3657509,-2.142654,-79.88032,Guayaquil,America/Guayaquil
-6,3039,IBB,EC,3652694,-0.94278,-90.9531,Isabela Island,Pacific/Galapagos
-5,3365,JIP,EC,3654410,-1.0,-80.666664,Jipijapa,America/Guayaquil
-5,4105,LGQ,EC,3763453,0.1,-76.88333,Lago Agrio,America/Guayaquil
-5,4236,LOH,EC,3654667,-3.993611,-79.37361,Catamayo,America/Guayaquil
-5,4338,LTX,EC,3654870,-0.901111,-78.6025,Latacunga,America/Guayaquil
-5,4474,MCH,EC,3654533,-3.266667,-79.98333,Machala,America/Guayaquil
-5,4514,MEC,EC,3654410,-0.953035,-80.684,Manta,America/Guayaquil
-5,4841,MRR,EC,3654667,-4.383333,-79.933334,Macara,America/Guayaquil
-5,5021,MZD,EC,3658666,-2.733333,-78.316666,Mendez,America/Guayaquil
-5,5375,OCC,EC,3658999,-0.462171,-76.98596,Coca,America/Guayaquil
-5,6057,PTZ,EC,3652584,-2.0,-77.0,Pastaza,America/Guayaquil
-5,6092,PVO,EC,3654410,-1.033333,-80.46667,Portoviejo,America/Guayaquil
-5,6126,PYO,EC,0,0.083333,-75.9,Putumayo,America/Guayaquil
-6,6629,SCY,EC,3652764,-0.833333,-89.433334,Puerto Baquerizo Moreno,Pacific/Galapagos
-5,6871,SNC,EC,3652100,-2.2,-80.98333,Salinas,America/Guayaquil
-5,7052,SUQ,EC,3660043,-2.466667,-78.166664,Sucua,America/Guayaquil
-5,7469,TNW,EC,3652728,62.666195,-153.7112,Tena,America/Guayaquil
-5,7498,TPC,EC,0,-1.416667,-76.78333,Tarapoa,America/Guayaquil
-5,7506,TPN,EC,0,-0.766667,-75.53333,Tiputini,America/Guayaquil
-5,7546,TSC,EC,0,-2.383333,-77.5,Taisha,America/Guayaquil
-5,7586,TUA,EC,3655673,0.8,-77.71667,Tulcan,America/Guayaquil
-5,7714,UIO,EC,3652462,-0.145528,-78.49053,Quito,America/Guayaquil
-5,8414,XMS,EC,3652350,-2.316667,-78.13333,Macas,America/Guayaquil
2,2078,EPU,EE,589580,58.418888,24.472778,Parnu,Europe/Tallinn
2,3543,KDL,EE,592225,58.983334,22.8,Kardla,Europe/Tallinn
2,7198,TAY,EE,588335,58.333332,26.733334,Tartu,Europe/Tallinn
2,7410,TLL,EE,588409,59.438862,24.754472,Tallinn,Europe/Tallinn
2,7791,URE,EE,590939,58.216667,22.5,Kuressaare,Europe/Tallinn
2,3,AAC,EG,361546,31.133333,33.75,El Arish,Africa/Cairo
2,43,ABS,EG,362041,22.367567,31.609774,Abu Simbel,Africa/Cairo
2,240,ALY,EG,361058,31.2135,29.9443,Alexandria,Africa/Cairo
2,388,ASW,EG,359792,23.968021,32.824818,Aswan,Africa/Cairo
2,417,ATZ,EG,0,27.033333,31.0,Assiut,Africa/Cairo
2,422,AUE,EG,0,28.9,33.183334,Abu Rudeis,Africa/Cairo
2,1109,CAI,EG,360630,30.120106,31.40647,Cairo,Africa/Cairo
2,1643,DAK,EG,0,25.414722,28.999166,Dakhla Oasis,Africa/Cairo
2,1657,DBB,EG,361612,30.924444,28.46139,Dabaa City,Africa/Cairo
2,2025,ELT,EG,349340,28.216667,33.63333,Tour Sinai City,Africa/Cairo
2,2045,EMY,EG,0,28.1,30.75,El Minya,Africa/Cairo
2,2646,GSQ,EG,0,22.583332,28.716667,Shark Elowainat,Africa/Cairo
2,2872,HMB,EG,0,26.338877,31.737167,Sohag,Africa/Cairo
2,2931,HRG,EG,361291,27.189156,33.8055,Hurghada,Africa/Cairo
2,4390,LXR,EG,360502,25.67492,32.699684,Luxor,Africa/Cairo
2,4906,MUH,EG,352733,31.35,27.25,Mersa Matruh,Africa/Cairo
2,6012,PSD,EG,358619,31.266666,32.3,Port Said,Africa/Cairo
2,6415,RMF,EG,352736,25.555786,34.592777,Marsa Alam,Africa/Cairo
2,6668,SEW,EG,347863,29.183332,25.516666,Siwa,Africa/Cairo
2,6814,SKV,EG,0,28.5,33.95,Santa Katarina,Africa/Cairo
2,6951,SQK,EG,0,31.6,25.933332,Sidi Barani,Africa/Cairo
2,6996,SSH,EG,349340,27.979357,34.385254,Sharm el-Sheikh,Africa/Cairo
2,7239,TCP,EG,347702,29.55,34.916668,Taba,Africa/Cairo
2,7293,TFR,EG,0,30.1175,31.400833,Ramadan,Africa/Cairo
2,7841,UVL,EG,360923,25.475,30.590834,Kharga,Africa/Cairo
3,367,ASA,ER,0,13.07,42.638332,Assab,Africa/Asmara
3,379,ASM,ER,343300,15.291111,38.91028,Asmara,Africa/Asmara
3,4871,MSW,ER,330546,15.603333,39.441113,Massawa,Africa/Asmara
3,7281,TES,ER,0,15.116667,36.683334,Tessenei,Africa/Asmara
1,27,ABC,ES,2522258,38.997652,-1.86007,Albacete,Europe/Madrid
0,55,ACE,ES,6355013,28.950668,-13.609059,Arrecife,Atlantic/Canary
1,99,AEI,ES,2522013,36.1289,-5.441301,Algeciras,Europe/Madrid
1,133,AGP,ES,2514256,36.719648,-4.420016,Malaga,Europe/Madrid
1,219,ALC,ES,2521978,38.34521,-0.480994,Alicante,Europe/Madrid
1,569,BCN,ES,3128760,41.387917,2.169919,Barcelona,Europe/Madrid
1,711,BIO,ES,3128026,43.256963,-2.923441,Bilbao,Europe/Madrid
1,747,BJZ,ES,2521420,38.891666,-6.82,Badajoz,Europe/Madrid
1,1192,CDT,ES,2509954,40.2097,0.06972,Castellon de la Plana,Europe/Madrid
1,1197,CDZ,ES,2520600,36.533333,-6.3,Cadiz,Europe/Madrid
1,1458,CQM,ES,2519402,38.986096,-3.927263,Ciudad Real,Europe/Madrid
1,1925,EAS,ES,3120304,43.320812,-1.984447,San Sebastian,Europe/Madrid
1,1963,EEL,ES,3107418,53.120277,6.575556,Tudela,Europe/Madrid
1,2214,FES,ES,0,36.466667,-6.183333,San Fernando,Europe/Madrid
1,2225,FGR,ES,2517595,36.533333,-4.633333,Fuengirola,Europe/Madrid
0,2353,FUE,ES,6544334,28.450605,-13.869893,Puerto del Rosario,Atlantic/Canary
1,2461,GEN,ES,0,37.38333,-4.766667,Puente Genil,Europe/Madrid
0,2480,GGA,ES,0,0.0,0.0,La Graciosa,Atlantic/Canary
0,2565,GMZ,ES,2512461,28.016666,-17.2,San Sebas De La Gomera,Atlantic/Canary
1,2624,GRO,ES,3121456,41.89804,2.766383,Gerona,Europe/Madrid
1,2632,GRX,ES,2517117,37.176487,-3.597929,Granada,Europe/Madrid
1,2801,HEV,ES,2516548,37.266666,-6.95,Huelva,Europe/Madrid
1,2948,HSK,ES,3120514,42.140102,-0.408898,Huesca,Europe/Madrid
1,3046,IBZ,ES,2516479,38.876595,1.367803,Ibiza,Europe/Madrid
1,3117,ILD,ES,3118514,41.728836,0.543302,Lleida,Europe/Madrid
1,3319,JCU,ES,6362987,35.899166,-5.338333,Ceuta,Africa/Ceuta
1,4023,LCG,ES,3119841,43.370873,-8.395835,La Coruna,Europe/Madrid
1,4065,LEI,ES,2521886,36.847984,-2.371873,Almeria,Europe/Madrid
1,4070,LEN,ES,3118532,42.599876,-5.571752,Leon,Europe/Madrid
1,4077,LEU,ES,3109143,42.416668,1.466667,Seo de Urgel,Europe/Madrid
0,4252,LPA,ES,2515270,27.938944,-15.389351,Las Palmas,Atlantic/Canary
1,4421,MAD,ES,3117735,40.416691,-3.700345,Madrid,Europe/Madrid
1,4425,MAH,ES,2511302,39.864746,4.226256,Menorca,Europe/Madrid
1,4650,MJV,ES,2514868,37.983445,-1.12989,Murcia,Europe/Madrid
1,4690,MLN,ES,2513947,35.277077,-2.957473,Melilla,Africa/Ceuta
1,5106,NDO,ES,2515679,37.38333,-6.583333,La Palma Del Condado,Europe/Madrid
1,5385,ODB,ES,2519240,37.884727,-4.779152,Cordoba,Europe/Madrid
1,5611,OVD,ES,3114711,43.55891,-6.032094,Oviedo,Europe/Madrid
1,5642,OZI,ES,0,37.6625,-24.9,Bobadilla,Europe/Madrid
0,5643,OZL,ES,0,0.0,0.0,Orzola,Atlantic/Canary
1,5644,OZP,ES,2510911,37.24917,-5.759444,Moron,Europe/Madrid
1,5646,OZU,ES,2513601,37.6,-4.633333,Montilla,Europe/Madrid
1,5890,PMI,ES,2512989,39.547653,2.730388,Palma Mallorca,Europe/Madrid
1,5907,PNA,ES,3114472,42.817988,-1.644184,Pamplona,Europe/Madrid
